418,200033041,F,74,0,1
419,200033262,M,72,0,1
420,200033458,M,48,1,1
421,200035204,M,70,1,1
422,200040311,M,80,1,1
423,200040789,F,35,0,1
424,200042398,M,74,1,1
425,200045098,M,64,1,1
426,200045929,M,79,1,1
427,200046105,F,67,0,1
428,200046346,F,89,0,1
429,200050724,M,53,0,1
430,200050917,M,41,0,1
431,200050988,M,48,0,1
432,200053745,F,40,0,1
433,200055951,F,95,0,1
434,200056132,F,29,0,1
435,200056639,F,23,1,1
436,200056712,M,65,0,1
437,200061874,F,72,1,1
438,200065633,M,82,1,1
439,200069552,M,64,0,1
440,200072092,M,88,0,1
441,200072281,M,37,0,1
442,200081708,F,72,0,1
443,200083534,F,37,1,1
444,200090084,M,19,0,1
445,200093799,F,37,1,1
446,200094302,M,64,1,1
447,200096883,F,75,0,1
448,200098831,M,77,1,1
449,200098956,M,65,1,1
450,200099150,F,35,0,1
451,200100144,F,63,1,1
452,200100275,M,67,1,1
453,200101768,F,88,1,1
454,200101772,F,66,0,1
455,200102367,F,75,0,1
456,200102479,F,67,1,1
457,200103191,F,81,0,1
458,200103374,F,87,0,1
459,200104444,M,87,1,1
460,200105819,F,91,1,1
461,200105934,F,82,0,1
462,200105950,F,76,0,1
463,200106838,M,79,1,1
464,200107079,F,93,0,1
465,200107358,F,70,0,1
466,200107579,F,106,1,1
467,200109412,F,34,1,1
468,200111054,F,66,1,1
469,200111339,F,72,1,1
470,200111462,F,82,0,1
471,200112575,F,82,0,1
472,200112952,F,71,1,1
473,200113828,F,80,0,1
474,200115038,F,45,0,1
475,200115814,M,89,0,1
476,200116210,F,92,0,1
477,200116211,F,89,0,1
478,200116319,M,88,1,1
479,200116703,F,69,0,1
480,200117024,F,66,0,1
481,200118940,F,90,1,1
482,200119015,M,68,1,1
483,200120287,M,91,1,1
484,200121456,M,39,0,1
485,200121949,M,71,0,1
486,200124081,F,74,0,1
487,200124207,F,71,0,1
488,200124949,F,81,0,1
489,200125047,F,87,0,1
490,200130802,M,9,0,1
491,200134728,M,77,1,1
492,200136824,F,77,0,1
493,200138171,M,80,1,1
494,200140628,F,49,0,1
495,200145941,F,65,1,1
496,200156727,F,8,0,1
497,200160091,M,60,0,1
498,200162046,F,7,0,1
499,200164392,F,87,0,1
500,200180222,M,7,0,1
501,200180919,F,42,0,1
502,200184289,M,7,0,1
503,200189566,F,89,0,1
504,200192373,M,42,0,1
505,200201531,M,76,1,1
506,200203128,F,82,1,1
507,200205931,M,81,0,1
508,200212828,M,6,0,1
509,200217540,F,6,0,1
510,200224125,F,43,1,1
511,200227304,F,60,0,1
512,200240011,M,83,1,1
513,200242420,F,85,0,1
514,200245345,M,35,0,1
515,200291770,F,69,0,1
516,200299833,M,86,0,1
517,200319613,M,83,1,1
518,200326883,M,79,1,1
519,200348320,M,75,0,1
520,200352635,F,70,0,1
521,200373054,M,43,1,1
522,200389159,F,3,0,1
523,200441395,F,75,0,1
524,200457225,F,77,1,1
525,200466716,M,3,0,1
526,200563066,M,78,1,1
527,200810734,F,4,0,1
528,201491105,F,37,0,1
